,Region,Municipality,Year,Total,source_x,value_x,sector,source_y,value_y
13284,49022,Hazelton,2013,    311,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13293,49024,New Hazelton,2013,    652,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13302,49032,Stewart,2013,    479,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13311,49999,Unincorporated Areas - Kitimat-Stikine,2013," 16,636",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13320,5005,Fruitvale,2013,"  1,995",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13329,5009,Montrose,2013,"  1,084",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13338,5014,Trail,2013,"  7,783",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13347,5018,Warfield,2013,"  1,666",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13356,5023,Rossland,2013,"  3,720",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13365,5032,Grand Forks,2013,"  4,054",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13374,5037,Midway,2013,    639,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13383,5042,Greenwood,2013,    713,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13392,51007,Vanderhoof,2013,"  4,598",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13401,51009,Fraser Lake,2013,"  1,157",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13410,51013,Fort St. James,2013,"  1,672",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13419,51022,Burns Lake,2013,"  1,982",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13428,51032,Granisle,2013,    285,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13437,51034,Houston,2013,"  3,180",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13446,51038,Telkwa,2013,"  1,384",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13455,51043,Smithers,2013,"  5,557",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13464,51999,Unincorporated Areas - Bulkley-Nechako,2013," 19,845",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13473,53007,Valemount,2013,"  1,044",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13482,53012,McBride,2013,    616,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13491,53023,Prince George,2013," 75,224",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13500,53033,Mackenzie,2013,"  3,708",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13509,53999,Unincorporated Areas - Fraser-Fort George,2013," 15,094",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13518,55003,Tumbler Ridge,2013,"  2,512",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13527,55005,Pouce Coupe,2013,    797,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13536,55010,Chetwynd,2013,"  2,734",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13545,55014,Dawson Creek,2013," 12,127",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13554,55025,Hudson's Hope,2013,"  1,014",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13563,55030,Taylor,2013,"  1,489",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13572,55034,Fort St. John,2013," 20,534",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13581,55999,Unincorporated Areas - Peace River,2013," 23,057",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13590,57999,Unincorporated Areas - Stikine,2013,    691,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13599,59007,Northern Rockies Regional Municipality,2013,"  5,500",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13608,5999,Unincorporated Areas - Kootenay Boundary,2013," 10,082",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13617,59999,Unincorporated Areas - Northern Rockies,2013,    636,BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13626,7005,Osoyoos,2013,"  4,846",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13635,7009,Keremeos,2013,"  1,380",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13644,7014,Oliver,2013,"  4,809",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13653,7024,Princeton,2013,"  2,785",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13662,7035,Summerland,2013," 11,505",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13671,7041,Penticton,2013," 33,345",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13680,7999,Unincorporated Areas - Okanagan-Similkameen,2013," 22,994",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13689,9009,Hope,2013,"  6,058",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13698,9020,Chilliwack,2013," 81,855",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13707,9027,Harrison Hot Springs,2013,"  1,435",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13716,9032,Kent,2013,"  5,877",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13725,9052,Abbotsford,2013,"140,168",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13734,9056,Mission,2013," 38,213",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
13743,9999,Unincorporated Areas - Fraser Valley,2013," 17,604",BIOMASS,13.7588436,TOTAL DEMAND,BIOMASS,207.3535
